,clust,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
4681,1,Arizona,3527.8515850000003,No,Extended,Bachelor,8/2/2011,Employed,F,59496,Rural,Married,88.0,22,64,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,189.14472800000001,Four-Door Car,Medsize
4682,0,Oregon,13061.51639,No,Basic,Bachelor,1/18/11,Unemployed,F,0,Suburban,Single,170.5,4,45,0.0,6.0,Personal Auto,Personal L1,Offer2,Agent,1474.267145,Luxury Car,Medsize
4683,2,Arizona,6259.510365,No,Extended,Master,1/31/11,Employed,F,37813,Rural,Married,78.0,4,26,0.0,5.0,Corporate Auto,Corporate L2,Offer1,Agent,39.781368,Four-Door Car,Medsize
4684,1,Oregon,16414.039911750002,No,Basic,College,1/24/11,Employed,F,55907,Suburban,Married,104.0,23,64,0.0,2.0,Corporate Auto,Corporate L1,Offer1,Agent,499.2,SUV,Large
4685,3,Arizona,5791.610721,No,Basic,College,5/2/2011,Employed,F,80480,Urban,Married,72.0,6,55,0.0,7.0,Personal Auto,Personal L3,Offer3,Agent,242.842607,Four-Door Car,Medsize
4686,3,Oregon,7980.488637,No,Basic,Bachelor,1/20/11,Employed,M,72734,Urban,Married,66.0,7,96,0.0,2.0,Personal Auto,Personal L3,Offer4,Web,195.218968,Two-Door Car,Large
4687,0,Washington,2767.499996,No,Basic,High School or Below,1/27/11,Unemployed,F,0,Rural,Married,72.0,27,60,0.0,1.0,Personal Auto,Personal L2,Offer1,Web,22.326388,Four-Door Car,Medsize
4688,2,Arizona,2975.2565489999997,No,Extended,Bachelor,6/1/2011,Employed,M,36548,Suburban,Married,76.0,10,95,0.0,1.0,Personal Auto,Personal L1,Offer2,Agent,547.2,Four-Door Car,Small
4689,1,Arizona,4178.586494,No,Basic,Master,1/28/11,Employed,M,62113,Rural,Married,104.0,1,0,0.0,1.0,Personal Auto,Personal L3,Offer2,Web,5.894778,SUV,Medsize
4690,0,Arizona,4734.257944,No,Basic,College,1/30/11,Unemployed,M,0,Suburban,Single,67.0,7,75,0.0,5.0,Personal Auto,Personal L3,Offer3,Agent,747.458052,Four-Door Car,Medsize
4691,2,California,4315.788632,No,Basic,Bachelor,2/25/11,Employed,F,41252,Urban,Married,109.0,25,31,0.0,1.0,Personal Auto,Personal L3,Offer2,Branch,514.059402,SUV,Medsize
4692,1,Oregon,6126.568309,No,Extended,High School or Below,1/1/2011,Employed,M,61139,Suburban,Married,76.0,4,16,0.0,4.0,Personal Auto,Personal L2,Offer2,Web,364.8,Four-Door Car,Medsize
4693,2,Arizona,2694.599099,No,Basic,Bachelor,5/2/2011,Employed,F,26744,Suburban,Married,68.0,16,61,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Agent,326.4,Two-Door Car,Large
4694,0,California,9338.08481,No,Extended,Bachelor,4/2/2011,Unemployed,F,0,Suburban,Single,132.0,17,34,0.0,3.0,Personal Auto,Personal L3,Offer1,Branch,950.4,SUV,Medsize
4695,3,California,16414.039911750002,No,Basic,College,1/15/11,Employed,F,74640,Suburban,Married,66.0,0,44,0.0,2.0,Corporate Auto,Corporate L2,Offer1,Branch,375.514273,Four-Door Car,Large
4696,3,Oregon,2551.349248,No,Basic,Bachelor,1/2/2011,Employed,M,88126,Rural,Married,64.0,27,71,0.0,1.0,Personal Auto,Personal L1,Offer2,Branch,151.97315600000002,Four-Door Car,Medsize
4697,1,California,2808.078361,No,Basic,Bachelor,1/23/11,Employed,F,55005,Suburban,Divorced,70.0,31,39,0.0,1.0,Personal Auto,Personal L2,Offer4,Call Center,336.0,Four-Door Car,Medsize
4698,2,California,9710.286449,No,Extended,High School or Below,1/23/11,Employed,M,33190,Rural,Single,123.0,1,95,0.0,4.0,Personal Auto,Personal L2,Offer1,Call Center,40.950769,Sports Car,Medsize
4699,0,California,15190.654040000001,No,Basic,High School or Below,12/2/2011,Unemployed,M,0,Suburban,Single,71.0,4,64,0.0,2.0,Personal Auto,Personal L3,Offer2,Call Center,839.593218,Four-Door Car,Small
4700,0,Oregon,4069.776372,No,Premium,College,1/13/11,Unemployed,F,0,Suburban,Single,117.0,0,42,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Branch,609.801279,Four-Door Car,Medsize
4701,0,Oregon,6612.220871,No,Extended,High School or Below,1/31/11,Unemployed,F,0,Suburban,Single,97.0,31,34,0.0,8.5,Personal Auto,Personal L2,Offer1,Web,669.399277,Four-Door Car,Medsize
4702,0,California,2030.783687,No,Basic,Bachelor,1/16/11,Unemployed,M,0,Suburban,Single,64.0,0,8,0.0,1.0,Personal Auto,Personal L2,Offer2,Agent,731.479725,Four-Door Car,Small
4703,2,Arizona,5090.44875,No,Basic,Bachelor,8/2/2011,Disabled,F,25226,Suburban,Divorced,71.0,13,97,0.0,4.0,Personal Auto,Personal L2,Offer1,Branch,340.8,Four-Door Car,Medsize
4704,1,California,3353.381136,No,Extended,Master,1/30/11,Employed,F,63398,Urban,Married,83.0,29,46,0.0,1.0,Personal Auto,Personal L2,Offer2,Web,292.20678399999997,Four-Door Car,Medsize
4705,2,Oregon,8532.989751000001,No,Basic,Master,10/1/2011,Employed,M,30092,Rural,Married,108.0,33,90,0.0,8.5,Personal Auto,Personal L1,Offer2,Call Center,192.265438,SUV,Large
4706,2,Washington,2647.519741,Yes,Basic,College,2/20/11,Employed,M,37876,Urban,Single,69.0,13,15,0.0,1.0,Corporate Auto,Corporate L1,Offer2,Agent,300.056383,Four-Door Car,Medsize
4707,0,Oregon,6071.907243,No,Extended,High School or Below,5/2/2011,Retired,F,12201,Suburban,Divorced,84.0,14,63,0.0,4.0,Corporate Auto,Corporate L3,Offer1,Branch,604.8,Four-Door Car,Medsize
4708,2,Oregon,9061.767848000001,No,Basic,College,1/19/11,Employed,M,37970,Rural,Married,115.0,8,44,0.0,3.0,Personal Auto,Personal L3,Offer1,Agent,124.96741499999999,SUV,Medsize
4709,2,Nevada,2531.586761,No,Basic,Bachelor,2/22/11,Disabled,M,28898,Rural,Married,67.0,15,85,0.0,1.0,Corporate Auto,Corporate L1,Offer1,Branch,82.811346,Four-Door Car,Medsize
4710,2,Oregon,2467.129805,No,Basic,High School or Below,1/17/11,Employed,F,23845,Suburban,Married,61.0,33,34,0.0,1.0,Personal Auto,Personal L3,Offer2,Call Center,292.8,Four-Door Car,Large
4711,1,California,7408.1675510000005,No,Basic,High School or Below,11/1/2011,Employed,M,62810,Rural,Married,170.5,14,22,0.0,1.0,Corporate Auto,Corporate L2,Offer3,Web,32.874675,Luxury Car,Medsize
4712,1,Oregon,3452.4149549999997,No,Extended,Bachelor,2/28/11,Employed,F,65773,Urban,Married,89.0,24,35,0.0,1.0,Corporate Auto,Corporate L2,Offer2,Call Center,245.308491,Four-Door Car,Medsize
4713,0,California,4481.387593,No,Basic,Bachelor,7/1/2011,Unemployed,M,0,Urban,Single,69.0,1,25,0.0,4.0,Personal Auto,Personal L3,Offer3,Call Center,232.18350299999997,Four-Door Car,Medsize
4714,0,California,16414.039911750002,No,Extended,Bachelor,9/2/2011,Unemployed,M,0,Suburban,Divorced,86.0,29,45,0.0,2.0,Personal Auto,Personal L1,Offer2,Branch,568.746405,Four-Door Car,Medsize
4715,0,Nevada,3370.074728,No,Extended,Master,2/16/11,Unemployed,M,0,Suburban,Divorced,95.0,14,15,0.0,1.0,Personal Auto,Personal L3,Offer1,Branch,476.903351,Four-Door Car,Medsize
4716,2,Oregon,3746.751625,Yes,Extended,College,2/26/11,Employed,F,41479,Rural,Married,94.0,14,38,0.0,1.0,Personal Auto,Personal L3,Offer2,Call Center,19.575682999999998,Two-Door Car,Large
4717,3,California,5129.608404,No,Extended,Master,2/23/11,Employed,M,72433,Urban,Married,126.0,34,48,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,343.139611,SUV,Large
4718,3,Oregon,12300.005,No,Basic,Bachelor,12/2/2011,Employed,M,74586,Suburban,Married,103.0,14,19,0.0,2.0,Personal Auto,Personal L3,Offer2,Call Center,494.4,SUV,Medsize
4719,0,California,16414.039911750002,No,Extended,Bachelor,2/23/11,Unemployed,F,0,Suburban,Married,170.5,11,26,0.0,7.0,Personal Auto,Personal L3,Offer1,Agent,1135.141469,Luxury SUV,Medsize
4720,1,Washington,16414.039911750002,No,Basic,College,12/2/2011,Employed,F,67326,Suburban,Married,69.0,17,32,0.0,2.0,Corporate Auto,Corporate L1,Offer1,Agent,331.2,Four-Door Car,Medsize
4721,2,Arizona,16414.039911750002,No,Basic,College,8/2/2011,Employed,M,25285,Suburban,Married,114.0,12,84,0.0,2.0,Personal Auto,Personal L2,Offer1,Agent,547.2,SUV,Medsize
4722,2,Arizona,6838.767672,No,Extended,High School or Below,1/2/2011,Disabled,M,15871,Suburban,Married,89.0,20,19,0.0,4.0,Personal Auto,Personal L2,Offer4,Branch,427.2,Four-Door Car,Medsize
4723,2,Oregon,6519.287872,No,Extended,Master,1/28/11,Employed,M,38795,Suburban,Married,82.0,30,41,0.0,3.0,Corporate Auto,Corporate L3,Offer1,Branch,393.6,Two-Door Car,Small
4724,2,Oregon,5712.380598,No,Basic,High School or Below,1/28/11,Employed,M,24882,Suburban,Married,72.0,13,20,0.0,8.0,Corporate Auto,Corporate L2,Offer4,Branch,345.6,Two-Door Car,Large
4725,2,Nevada,5126.54272,No,Extended,College,4/1/2011,Employed,F,33169,Suburban,Married,128.0,33,14,0.0,1.0,Personal Auto,Personal L3,Offer4,Branch,614.4,SUV,Medsize
4726,3,California,4984.618654999999,Yes,Basic,Bachelor,11/1/2011,Employed,M,86305,Rural,Married,62.0,1,99,0.0,5.0,Corporate Auto,Corporate L2,Offer2,Call Center,80.73124,Four-Door Car,Medsize
4727,0,Oregon,4102.199975,No,Basic,High School or Below,2/16/11,Unemployed,M,0,Suburban,Married,112.0,31,21,0.0,1.0,Corporate Auto,Corporate L2,Offer3,Agent,537.6,SUV,Small
4728,2,California,4111.197013,No,Basic,College,1/29/11,Employed,F,32210,Suburban,Divorced,103.0,16,97,0.0,1.0,Corporate Auto,Corporate L2,Offer1,Call Center,494.4,SUV,Large
4729,1,Nevada,11085.87709,No,Extended,Bachelor,1/20/11,Employed,M,69090,Urban,Married,139.0,24,11,0.0,5.0,Personal Auto,Personal L3,Offer1,Agent,387.222556,Sports Car,Medsize
4730,0,California,4745.680421,No,Basic,High School or Below,1/27/11,Unemployed,F,0,Suburban,Single,63.0,23,88,0.0,3.0,Personal Auto,Personal L2,Offer1,Branch,523.3374269999999,Four-Door Car,Medsize
4731,3,Arizona,5837.528088,No,Basic,Doctor,10/1/2011,Employed,M,83308,Suburban,Married,73.0,3,81,0.0,7.0,Personal Auto,Personal L2,Offer3,Agent,419.471438,Four-Door Car,Medsize
4732,2,Oregon,16414.039911750002,No,Basic,High School or Below,1/22/11,Employed,F,39034,Suburban,Married,68.0,10,55,0.0,2.0,Personal Auto,Personal L1,Offer1,Agent,466.446708,Four-Door Car,Small
4733,1,Oregon,6444.076975999999,No,Extended,College,5/1/2011,Employed,M,46750,Suburban,Married,82.0,20,74,0.0,3.0,Corporate Auto,Corporate L1,Offer3,Branch,672.026958,Two-Door Car,Small
4734,2,Oregon,7255.577593999999,No,Extended,Doctor,9/1/2011,Employed,F,39786,Urban,Married,91.0,2,91,0.0,8.5,Personal Auto,Personal L2,Offer1,Web,365.835977,Four-Door Car,Medsize
4735,1,Nevada,8197.712164,No,Basic,High School or Below,1/13/11,Employed,M,56788,Suburban,Single,108.0,22,34,0.0,7.0,Special Auto,Special L3,Offer1,Agent,579.710188,SUV,Medsize
4736,3,Nevada,4554.911886999999,No,Basic,Bachelor,1/13/11,Employed,M,90156,Urban,Married,114.0,16,6,0.0,1.0,Personal Auto,Personal L1,Offer2,Call Center,388.346716,SUV,Small
4737,1,Oregon,7069.740965000001,No,Extended,Bachelor,8/2/2011,Employed,F,63867,Suburban,Married,89.0,21,4,0.0,3.0,Corporate Auto,Corporate L3,Offer3,Branch,432.36163099999993,Four-Door Car,Medsize
4738,3,California,4743.694528,No,Basic,Bachelor,10/2/2011,Employed,F,83413,Rural,Married,118.0,0,1,0.0,1.0,Personal Auto,Personal L3,Offer2,Web,134.801691,SUV,Medsize
4739,0,Nevada,4019.3844240000003,No,Basic,College,2/18/11,Unemployed,M,0,Suburban,Divorced,118.0,2,48,0.0,1.0,Personal Auto,Personal L1,Offer1,Branch,566.4,SUV,Large
4740,2,Oregon,16414.039911750002,No,Premium,Bachelor,1/30/11,Employed,F,36116,Rural,Married,170.5,27,33,0.0,2.0,Corporate Auto,Corporate L1,Offer1,Branch,158.126982,SUV,Medsize
4741,1,Washington,2674.730716,Yes,Basic,College,2/15/11,Employed,M,56342,Suburban,Single,69.0,12,89,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Call Center,331.2,Four-Door Car,Small
4742,1,Oregon,9206.429640999999,No,Basic,College,1/23/11,Employed,F,55542,Urban,Single,117.0,1,76,0.0,5.0,Personal Auto,Personal L3,Offer1,Web,310.651386,Sports Car,Medsize
4743,1,Oregon,16414.039911750002,No,Basic,College,2/2/2011,Employed,M,58466,Suburban,Married,66.0,7,79,0.0,2.0,Personal Auto,Personal L3,Offer4,Branch,316.8,Two-Door Car,Medsize
4744,0,Oregon,4770.550911,Yes,Basic,College,1/2/2011,Medical Leave,F,12964,Suburban,Single,65.0,2,37,0.0,4.0,Personal Auto,Personal L3,Offer1,Web,362.77454500000005,Two-Door Car,Medsize
4745,1,Washington,3768.0863270000004,No,Extended,High School or Below,1/26/11,Employed,M,43412,Suburban,Married,94.0,33,38,0.0,1.0,Personal Auto,Personal L2,Offer4,Agent,509.722387,Two-Door Car,Medsize
4746,3,Nevada,2893.739608,No,Basic,Master,1/25/11,Employed,M,82611,Suburban,Single,74.0,23,87,0.0,1.0,Personal Auto,Personal L3,Offer2,Web,355.2,Four-Door Car,Medsize
4747,2,Arizona,11611.94584,No,Extended,Bachelor,11/2/2011,Employed,M,28915,Suburban,Single,76.0,10,49,0.0,2.0,Personal Auto,Personal L3,Offer4,Web,364.8,Four-Door Car,Medsize
4748,0,Oregon,14246.14841,No,Extended,High School or Below,2/2/2011,Unemployed,M,0,Suburban,Single,170.5,13,68,0.0,6.0,Personal Auto,Personal L3,Offer2,Agent,1490.4,Luxury Car,Small
4749,0,Arizona,2554.551152,No,Basic,High School or Below,9/2/2011,Unemployed,F,0,Suburban,Married,70.0,19,27,0.0,1.0,Personal Auto,Personal L3,Offer4,Agent,336.0,Four-Door Car,Medsize
4750,3,California,3226.516193,No,Extended,College,10/1/2011,Employed,F,91774,Urban,Single,81.0,4,21,0.0,1.0,Personal Auto,Personal L3,Offer1,Call Center,285.020982,Four-Door Car,Medsize
4751,2,Washington,2227.072755,Yes,Basic,High School or Below,5/1/2011,Retired,M,27972,Suburban,Married,61.0,7,38,0.0,1.0,Personal Auto,Personal L2,Offer3,Web,292.8,Four-Door Car,Medsize
4752,0,California,10623.40552,No,Extended,Bachelor,1/23/11,Unemployed,M,0,Suburban,Married,96.0,11,16,0.0,2.0,Personal Auto,Personal L3,Offer2,Agent,460.8,Four-Door Car,Small
4753,0,Oregon,8304.688878,No,Extended,College,2/19/11,Unemployed,M,0,Suburban,Married,122.0,22,14,0.0,8.5,Corporate Auto,Corporate L3,Offer2,Agent,681.328474,SUV,Small
4754,3,California,5155.529312,No,Basic,College,1/18/11,Employed,F,77857,Rural,Married,64.0,0,99,0.0,8.5,Personal Auto,Personal L3,Offer1,Agent,160.62847,Four-Door Car,Small
4755,0,Oregon,4407.769164,No,Basic,Bachelor,1/21/11,Unemployed,F,0,Rural,Divorced,62.0,18,34,0.0,3.0,Personal Auto,Personal L3,Offer1,Branch,114.09738300000001,Four-Door Car,Medsize
4756,1,California,2955.495724,No,Basic,Doctor,1/21/11,Employed,F,56502,Suburban,Single,74.0,15,78,0.0,1.0,Personal Auto,Personal L1,Offer3,Branch,355.2,Four-Door Car,Medsize
4757,3,Oregon,3900.906002,No,Extended,Bachelor,9/2/2011,Employed,M,95018,Urban,Married,97.0,21,81,0.0,1.0,Personal Auto,Personal L2,Offer2,Web,315.879728,Four-Door Car,Large
4758,2,Oregon,4531.372981,No,Extended,Bachelor,10/1/2011,Employed,M,23705,Suburban,Married,122.0,33,2,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,585.6,SUV,Medsize
4759,3,California,2813.309659,No,Basic,Bachelor,1/2/2011,Employed,M,72333,Urban,Married,70.0,10,20,0.0,1.0,Personal Auto,Personal L2,Offer2,Agent,177.224451,Two-Door Car,Large
4760,0,Arizona,7196.721128,No,Basic,High School or Below,8/1/2011,Unemployed,M,0,Suburban,Single,107.0,22,96,0.0,4.0,Personal Auto,Personal L2,Offer4,Web,770.4,SUV,Medsize
4761,1,Arizona,6301.102478,No,Extended,Bachelor,1/13/11,Employed,M,47622,Urban,Married,80.0,15,13,0.0,7.0,Personal Auto,Personal L3,Offer1,Call Center,305.544034,Four-Door Car,Medsize
4762,0,Nevada,7799.440458,No,Basic,Bachelor,6/1/2011,Unemployed,F,0,Suburban,Married,105.0,33,7,0.0,3.0,Personal Auto,Personal L3,Offer1,Web,504.0,SUV,Medsize
4763,3,Oregon,8292.626726,No,Basic,College,1/22/11,Employed,M,79632,Urban,Divorced,106.0,7,72,0.0,3.0,Personal Auto,Personal L3,Offer2,Branch,344.048739,SUV,Medsize
4764,2,Oregon,16414.039911750002,No,Basic,Master,2/17/11,Medical Leave,M,16154,Rural,Married,62.0,31,45,0.0,2.0,Personal Auto,Personal L3,Offer1,Branch,91.355165,Four-Door Car,Medsize
4765,3,Oregon,2906.298309,No,Basic,College,6/1/2011,Employed,M,72211,Rural,Married,73.0,12,1,0.0,1.0,Personal Auto,Personal L3,Offer2,Web,44.912125,Four-Door Car,Medsize
4766,3,California,6089.772379999999,No,Extended,College,1/16/11,Employed,M,70892,Urban,Married,76.0,21,32,0.0,5.0,Corporate Auto,Corporate L1,Offer2,Call Center,206.709951,Two-Door Car,Medsize
4767,1,Washington,5016.1446670000005,No,Basic,College,1/18/11,Employed,F,49367,Rural,Divorced,63.0,16,40,0.0,8.5,Personal Auto,Personal L3,Offer1,Agent,69.230355,Four-Door Car,Medsize
4768,1,Arizona,15470.596580000001,No,Premium,Bachelor,8/2/2011,Employed,F,68086,Rural,Married,170.5,34,6,0.0,3.0,Corporate Auto,Corporate L2,Offer2,Web,218.34216899999998,SUV,Large
4769,3,Washington,5680.467468,No,Basic,Master,9/1/2011,Employed,M,90353,Rural,Married,70.0,3,64,0.0,7.0,Personal Auto,Personal L1,Offer2,Branch,72.61760500000001,Two-Door Car,Medsize
4770,1,Oregon,4582.155128,No,Basic,High School or Below,2/24/11,Employed,F,49558,Suburban,Divorced,115.0,1,73,0.0,1.0,Personal Auto,Personal L2,Offer3,Web,552.0,SUV,Large
4771,3,Washington,8663.550386,No,Basic,Bachelor,8/2/2011,Employed,M,93485,Rural,Married,72.0,31,40,0.0,2.0,Personal Auto,Personal L2,Offer4,Agent,127.104785,Four-Door Car,Medsize
4772,0,Oregon,5274.20076,No,Basic,High School or Below,2/18/11,Medical Leave,M,10629,Suburban,Single,74.0,17,15,0.0,8.0,Personal Auto,Personal L3,Offer4,Web,532.8,Four-Door Car,Small
4773,0,California,2620.601718,No,Basic,Bachelor,9/2/2011,Medical Leave,M,10237,Urban,Married,72.0,31,97,0.0,1.0,Personal Auto,Personal L2,Offer2,Call Center,253.63785299999998,Two-Door Car,Medsize
4774,3,Oregon,4515.184003,No,Premium,College,2/27/11,Employed,F,87517,Suburban,Married,112.0,1,28,0.0,1.0,Corporate Auto,Corporate L3,Offer2,Branch,802.278237,Four-Door Car,Small
4775,2,Nevada,5533.229132,No,Basic,Bachelor,7/2/2011,Employed,M,23241,Suburban,Married,70.0,11,14,0.0,8.5,Personal Auto,Personal L1,Offer2,Agent,504.0,Two-Door Car,Small
4776,1,Arizona,5216.914471,No,Basic,High School or Below,1/23/11,Employed,M,60861,Rural,Married,66.0,8,82,0.0,4.0,Personal Auto,Personal L3,Offer4,Agent,65.425125,Four-Door Car,Small
4777,2,Nevada,7860.086842000001,No,Basic,Doctor,2/28/11,Disabled,M,21726,Suburban,Married,104.0,20,79,0.0,8.0,Personal Auto,Personal L2,Offer2,Branch,697.0109980000001,SUV,Medsize
4778,2,Arizona,5016.553079,No,Basic,Bachelor,1/18/11,Employed,M,36313,Urban,Single,67.0,3,38,0.0,8.5,Personal Auto,Personal L2,Offer1,Agent,300.37588700000003,Four-Door Car,Medsize
4779,2,California,3351.567048,No,Extended,Bachelor,1/17/11,Employed,F,29160,Suburban,Single,87.0,25,62,0.0,1.0,Personal Auto,Personal L3,Offer2,Branch,417.6,Two-Door Car,Medsize
4780,0,California,6732.202033,No,Extended,High School or Below,1/29/11,Unemployed,M,0,Suburban,Single,99.0,15,79,0.0,5.0,Personal Auto,Personal L3,Offer4,Web,712.8,Two-Door Car,Small
4781,0,Oregon,6423.739052,No,Basic,College,2/13/11,Unemployed,M,0,Suburban,Single,170.5,5,67,0.0,1.0,Corporate Auto,Corporate L2,Offer3,Agent,1621.560425,Luxury SUV,Medsize
4782,1,California,4974.8733,No,Basic,College,8/1/2011,Employed,F,48139,Suburban,Single,63.0,9,41,0.0,8.5,Personal Auto,Personal L1,Offer3,Call Center,329.494,Four-Door Car,Medsize
4783,0,Oregon,4739.297046,No,Extended,College,1/30/11,Unemployed,F,0,Rural,Married,76.0,28,55,0.0,3.0,Personal Auto,Personal L3,Offer1,Agent,38.792481,Two-Door Car,Medsize
4784,0,Oregon,6086.431746,No,Extended,College,2/24/11,Retired,F,13688,Suburban,Divorced,84.0,25,2,0.0,8.0,Personal Auto,Personal L2,Offer1,Agent,403.2,Two-Door Car,Medsize
4785,0,California,5016.641406000001,No,Basic,College,1/20/11,Unemployed,M,0,Suburban,Single,73.0,16,77,0.0,8.5,Corporate Auto,Corporate L3,Offer2,Branch,525.6,Four-Door Car,Medsize
4786,2,Nevada,7341.794924,No,Basic,High School or Below,3/2/2011,Employed,F,27649,Suburban,Single,63.0,3,63,0.0,2.0,Personal Auto,Personal L3,Offer4,Web,302.4,Four-Door Car,Small
4787,2,Arizona,3215.1969940000004,No,Extended,Master,2/23/11,Employed,F,24191,Rural,Married,80.0,11,32,0.0,1.0,Personal Auto,Personal L2,Offer4,Branch,103.75023399999999,Four-Door Car,Medsize
4788,0,Oregon,2533.796807,No,Basic,High School or Below,1/28/11,Unemployed,M,0,Suburban,Single,71.0,11,77,0.0,1.0,Corporate Auto,Corporate L1,Offer2,Web,517.056582,Four-Door Car,Medsize
4789,1,Oregon,5340.535477,No,Basic,High School or Below,11/2/2011,Employed,F,58493,Suburban,Married,67.0,13,53,0.0,4.0,Personal Auto,Personal L1,Offer3,Agent,321.6,Four-Door Car,Large
4790,3,California,3644.833554,Yes,Extended,High School or Below,1/15/11,Employed,F,82477,Suburban,Married,90.0,1,69,0.0,1.0,Personal Auto,Personal L3,Offer2,Agent,432.0,Two-Door Car,Large
4791,3,Oregon,6382.047596,No,Extended,College,2/19/11,Employed,F,88663,Suburban,Married,79.0,20,86,0.0,7.0,Special Auto,Special L3,Offer1,Agent,379.2,Four-Door Car,Medsize
4792,3,Nevada,4303.637882999999,No,Basic,High School or Below,12/2/2011,Employed,F,74057,Suburban,Single,109.0,27,24,0.0,1.0,Personal Auto,Personal L2,Offer2,Branch,523.2,SUV,Medsize
4793,0,Arizona,4228.734374000001,No,Basic,Bachelor,12/1/2011,Unemployed,M,0,Suburban,Married,63.0,2,82,0.0,8.0,Corporate Auto,Corporate L2,Offer2,Agent,302.4,Two-Door Car,Small
4794,1,Arizona,10426.085509999999,No,Basic,College,9/2/2011,Employed,F,52342,Suburban,Married,66.0,28,28,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,316.8,Two-Door Car,Small
4795,2,California,2484.747576,No,Basic,Bachelor,2/19/11,Employed,M,42012,Rural,Married,63.0,13,84,0.0,1.0,Corporate Auto,Corporate L3,Offer1,Agent,40.754246,Four-Door Car,Medsize
4796,1,Arizona,8232.760182,No,Basic,Bachelor,12/1/2011,Employed,M,56021,Urban,Married,69.0,20,38,0.0,2.0,Personal Auto,Personal L3,Offer1,Agent,279.51121,Four-Door Car,Medsize
4797,2,California,16414.039911750002,No,Extended,High School or Below,1/19/11,Employed,M,35124,Suburban,Married,137.0,18,46,0.0,2.0,Personal Auto,Personal L2,Offer1,Call Center,986.4,SUV,Large
4798,0,Oregon,2160.920387,No,Basic,High School or Below,11/1/2011,Unemployed,F,0,Suburban,Single,62.0,4,49,0.0,1.0,Personal Auto,Personal L3,Offer1,Agent,439.001718,Four-Door Car,Medsize
